DATECODE	OCCFAM	OCCFAMT	OCC	OCCT	EMPCOUNT	AVGSAL	AVGLOS
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	672	PROSTHETIC REPRESENTATIVE	716	92569	15.6
202409	11	BUSINESS AND INDUSTRY GROUP	1140	TRADE SPECIALIST	713	137063	14.5
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9928	ORDINARY SEAMAN	700	38545	1.6
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9985	STEWARD UTILITYMAN	696	38790	4.7
202409	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1603	"EQUIPMENT, FACILITIES, AND SERVICES ASSISTANCE"	686	61463	10.4
202409	73	"LAUNDRY, DRY CLEANING, AND PRESSING FAMILY"	7304	LAUNDRY WORKING	675	44469	8.5
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5725	CRANE OPERATING	672	82913	11.9
202409	14	LIBRARY AND ARCHIVES GROUP	1412	TECHNICAL INFORMATION SERVICES	658	117934	15.6
202409	20	SUPPLY GROUP	2030	DISTRIBUTION FACILITIES & STORAGE MANAGEMENT	654	94363	14.1
202409	11	BUSINESS AND INDUSTRY GROUP	1171	APPRAISING	651	128360	11.2
202409	66	ARMAMENT WORK FAMILY	6641	ORDNANCE EQUIPMENT MECHANIC	633	79010	9
202409	17	EDUCATION GROUP	1720	EDUCATION PROGRAM	627	131319	12.2
202409	11	BUSINESS AND INDUSTRY GROUP	1104	PROPERTY DISPOSAL	626	95513	16.1
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5350	PRODUCTION MACHINERY MECHANIC	625	73994	11.2
202409	65	"AMMUNITION, EXPLOSIVES, AND TOXIC MATERIALS WORK FAMILY"	6501	"MISC AMMUN, EXPLOSIVES, & TOXIC MATER WORK"	619	65469	8.8
202409	65	"AMMUNITION, EXPLOSIVES, AND TOXIC MATERIALS WORK FAMILY"	6502	EXPLOSIVES OPERATING	613	58300	10.2
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5701	MISC TRANSPORTATION/MOBILE EQUIPMENT OPER	607	63770	12.1
202409	36	STRUCTURAL AND FINISHING WORK FAMILY	3610	INSULATING	602	76033	8.5
202409	26	ELECTRONIC EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2602	ELECTRONIC MEASUREMENT EQUIPMENT MECHANIC	597	81365	10.3
202409	13	PHYSICAL SCIENCES GROUP	1370	CARTOGRAPHY	591	111914	14.5
202409	4	BIOLOGICAL SCIENCES GROUP	499	BIOLOGICAL SCIENCE STUDENT TRAINEE	590	40066	1.1
202409	14	LIBRARY AND ARCHIVES GROUP	1420	ARCHIVIST	588	110823	14
202409	15	MATHEMATICS AND STATISTICS GROUP	1531	STATISTICAL ASSISTANT	584	50023	13.2
202409	10	INFORMATION AND ARTS GROUP	1015	MUSEUM CURATOR	569	117832	16.1
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	189	RECREATION AID AND ASSISTANT	567	48383	9.4
202409	31	FABRIC AND LEATHER WORK FAMILY	3105	FABRIC WORKING	554	70731	10
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5705	TRACTOR OPERATING	549	58896	9.8
202409	5	ACCOUNTING AND BUDGET GROUP	540	VOUCHER EXAMINING	549	57794	12.6
202409	21	TRANSPORTATION GROUP	2121	RAILROAD SAFETY	538	115350	10.3
202409	50	PLANT AND ANIMAL WORK FAMILY	5003	GARDENING	534	63391	9.6
202409	11	BUSINESS AND INDUSTRY GROUP	1130	PUBLIC UTILITIES SPECIALIST	525	124608	15.3
202409	18	INVESTIGATION GROUP	1881	CUSTOMS AND BORDER PROTECTION INTERDICTION	525	136672	13
202409	28	ELECTRICAL INSTALLATION AND MAINTENANCE FAMILY	2854	ELECTRICAL EQUIPMENT REPAIRER	515	71548	11.6
202409	11	BUSINESS AND INDUSTRY GROUP	1146	AGRICULTURAL MARKETING	509	120070	16.3
202409	13	PHYSICAL SCIENCES GROUP	1361	NAVIGATIONAL INFORMATION	506	141900	15.5
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9925	ABLE SEAMAN-MAINTENANCE	504	56109	11.8
202409	13	PHYSICAL SCIENCES GROUP	1330	ASTRONOMY AND SPACE SCIENCE	493	166098	14.2
202409	4	BIOLOGICAL SCIENCES GROUP	415	TOXICOLOGY	491	144247	11.1
202409	66	ARMAMENT WORK FAMILY	6610	SMALL ARMS REPAIRING	489	65583	8.6
202409	7	VETERINARY MEDICAL SCIENCE GROUP	704	ANIMAL HEALTH TECHNICIAN	488	64376	12.2
202409	4	BIOLOGICAL SCIENCES GROUP	485	WILDLIFE REFUGE MANAGEMENT	487	110766	20.2
202409	4	BIOLOGICAL SCIENCES GROUP	414	ENTOMOLOGY	485	128738	15.5
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	683	DENTAL LABORATORY AID AND TECHNICIAN	481	72281	12.7
202409	12	"COPYRIGHT, PATENT, AND TRADEMARK GROUP"	1222	PATENT ATTORNEY	476	192355	15.2
202409	5	ACCOUNTING AND BUDGET GROUP	561	BUDGET CLERICAL AND ASSISTANCE	474	56792	11
202409	21	TRANSPORTATION GROUP	2185	AIRCREW TECHNICIAN	474	80757	10
202409	4	BIOLOGICAL SCIENCES GROUP	440	GENETICS	473	133066	14
202409	21	TRANSPORTATION GROUP	2123	MOTOR CARRIER SAFETY	473	88764	12.1
202409	10	INFORMATION AND ARTS GROUP	1008	INTERIOR DESIGN	467	103417	9
202409	13	PHYSICAL SCIENCES GROUP	1360	OCEANOGRAPHY	464	138495	15.2
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5318	LOCK AND DAM REPAIRING	464	80863	13.3
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	131	INTERNATIONAL RELATIONS	450	144659	11.2
202409	12	"COPYRIGHT, PATENT, AND TRADEMARK GROUP"	1220	PATENT ADMINISTRATION	450	193552	23.6
202409	18	INVESTIGATION GROUP	1894	CUSTOMS ENTRY AND LIQUIDATING	446	107477	19.7
202409	11	BUSINESS AND INDUSTRY GROUP	1103	INDUSTRIAL PROPERTY MANAGEMENT	442	106442	13.8
202409	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1630	CEMETERY ADMINISTRATION SERVICES	442	83323	9.5
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	17	EXPLOSIVES SAFETY	442	109496	11.2
202409	18	INVESTIGATION GROUP	1831	SECURITIES COMPLIANCE EXAMINING	440	233087	12.3
202409	9	LEGAL AND KINDRED GROUP	987	TAX LAW SPECIALIST	438	144540	17.3
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	23	OUTDOOR RECREATION PLANNING	436	92035	14.3
202409	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1667	FOOD SERVICES	435	92730	13.2
202409	8	ENGINEERING AND ARCHITECTURE GROUP	803	SAFETY ENGINEERING	432	137186	14.6
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	667	ORTHOTIST AND PROSTHETIST	432	100301	9.2
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	699	MEDICAL AND HEALTH STUDENT TRAINEE	430	49974	1
202409	13	PHYSICAL SCIENCES GROUP	1313	GEOPHYSICS	427	139586	14
202409	13	PHYSICAL SCIENCES GROUP	1341	METEOROLOGICAL TECHNICIAN	423	88093	14.9
202409	9	LEGAL AND KINDRED GROUP	904	LAW CLERK	422	89937	0.5
202409	34	MACHINE TOOL WORK FAMILY	3416	TOOLMAKING	421	85138	14
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	646	PATHOLOGY TECHNICIAN	421	68581	9.9
202409	46	WOOD WORK FAMILY	4604	WOOD WORKING	417	64766	9.7
202409	33	INSTRUMENT WORK FAMILY	3359	INSTRUMENT MECHANIC	415	72399	11.1
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5406	UTILITY SYSTEMS OPERATING	407	72844	10.4
202409	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4818	AIRCRAFT SURVIVAL FLIGHT EQUIPMENT REPAIR	406	76322	8.7
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	673	HOSPITAL HOUSEKEEPING MANAGEMENT	399	95379	14.1
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	304	INFORMATION RECEPTIONIST	397	45445	9.2
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	30	SPORTS SPECIALIST	394	79636	14.5
202409	4	BIOLOGICAL SCIENCES GROUP	480	FISH AND WILDLIFE ADMINISTRATION	393	162014	21.1
202409	88	AIRCRAFT OVERHAUL FAMILY	8840	AIRCRAFT MECHNICAL PARTS REPAIRING	389	74924	13.6
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	382	TELEPHONE OPERATING	387	43730	10.7
202409	13	PHYSICAL SCIENCES GROUP	1373	LAND SURVEYING	384	103164	14.1
202409	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1654	PRINTING SERVICES	380	119158	18.7
202409	14	LIBRARY AND ARCHIVES GROUP	1411	LIBRARY TECHNICIAN	380	61228	15.9
202409	50	PLANT AND ANIMAL WORK FAMILY	5048	ANIMAL CARETAKING	380	53571	7.2
202409	11	BUSINESS AND INDUSTRY GROUP	1145	AGRICULTURAL PROGRAM SPECIALIST	380	110334	18.7
202409	38	METAL WORK FAMILY	3801	MISCELLANEOUS METAL WORK	380	75166	11.9
202409	12	"COPYRIGHT, PATENT, AND TRADEMARK GROUP"	1226	DESIGN PATENT EXAMINING	376	122797	7.7
202409	11	BUSINESS AND INDUSTRY GROUP	1199	BUSINESS AND INDUSTRY STUDENT TRAINEE	368	39579	0.8
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	199	SOCIAL SCIENCE STUDENT TRAINEE	367	49295	0.8
202409	5	ACCOUNTING AND BUDGET GROUP	599	FINANCIAL MANAGEMENT STUDENT TRAINEE	358	43362	0.7
202409	35	GENERAL SERVICES AND SUPPORT WORK FAMILY	3501	MISC GENERAL SERVICES AND SUPPORT WORK	356	55075	7
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	651	RESPIRATORY THERAPIST	351	74135	9.3
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	648	THERAPEUTIC RADIOLOGIC TECHNOLOGIST	346	115555	9.5
202409	9	LEGAL AND KINDRED GROUP	993	RAILROAD RETIREMENT CLAIMS EXAMINING	340	87273	15.3
202409	33	INSTRUMENT WORK FAMILY	3378	PRECISION MEASUREMENT EQUIPMENT CALIBRATING	338	77524	10.3
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	119	ECONOMICS ASSISTANT	335	55149	8.9
202409	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4801	MISC GENERAL EQUIPMENT MAINTENANCE	331	65092	8.3
202409	8	ENGINEERING AND ARCHITECTURE GROUP	881	PETROLEUM ENGINEERING	327	131671	12.5
202409	4	BIOLOGICAL SCIENCES GROUP	430	BOTANY	326	89765	12.8
202409	8	ENGINEERING AND ARCHITECTURE GROUP	890	AGRICULTURAL ENGINEERING	325	105992	14.7
202409	4	BIOLOGICAL SCIENCES GROUP	413	PHYSIOLOGY	324	129476	12.9
202409	10	INFORMATION AND ARTS GROUP	1060	PHOTOGRAPHY	321	92587	13.7
202409	38	METAL WORK FAMILY	3869	METAL FORMING MACHINE OPERATING	318	68492	10.1
202409	70	PACKING AND PROCESSING FAMILY	7002	PACKING	317	59423	9.8
202409	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4804	LOCKSMITHING	317	70356	11
202409	15	MATHEMATICS AND STATISTICS GROUP	1510	ACTUARIAL SCIENCE	314	159756	14.3
202409	8	ENGINEERING AND ARCHITECTURE GROUP	817	SURVEY TECHNICAL	313	65681	8.7
202409	8	ENGINEERING AND ARCHITECTURE GROUP	807	LANDSCAPE ARCHITECTURE	312	113419	13.3
202409	13	PHYSICAL SCIENCES GROUP	1399	PHYSICAL SCIENCE STUDENT TRAINEE	310	46212	1.2
202409	50	PLANT AND ANIMAL WORK FAMILY	5026	PEST CONTROLLING	310	72630	11.4
202409	10	INFORMATION AND ARTS GROUP	1010	EXHIBITS SPECIALIST	308	95957	15
202409	22	INFORMATION TECHNOLOGY GROUP	2299	INFORMATION TECHNOLOGY STUDENT TRAINEE	307	45480	1
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5409	WATER TREATMENT PLANT OPERATING	306	75356	10.8
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	187	SOCIAL SERVICES	298	62743	10.7
202409	8	ENGINEERING AND ARCHITECTURE GROUP	804	FIRE PROTECTION ENGINEERING	292	139153	13.3
202409	50	PLANT AND ANIMAL WORK FAMILY	5001	MISCELLANEOUS PLANT AND ANIMAL WORK	289	64157	8.1
202409	37	METAL PROCESSING FAMILY	3711	ELECTROPLATING	284	68887	9.7
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	635	KINESIOTHERAPY	282	95687	17.8
202409	15	MATHEMATICS AND STATISTICS GROUP	1599	MATHEMATICS AND STATISTICS STUDENT TRAINEE	280	48246	0.9
202409	26	ELECTRONIC EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2601	MISC ELECTRONIC EQUIPMT INSTALL & MAINTNE	278	104503	13.2
202409	36	STRUCTURAL AND FINISHING WORK FAMILY	3603	MASONRY	276	69782	11.6
202409	4	BIOLOGICAL SCIENCES GROUP	455	RANGE TECHNICIAN	271	53623	9.4
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	392	GENERAL TELECOMMUNICATIONS	264	67344	11
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	84	NUCLEAR MATERIALS COURIER	263	87142	8.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9924	ABLE SEAMAN	263	58308	12.8
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9965	WIPER	261	42162	2.5
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5408	SEWAGE DISPOSAL PLANT OPERATING	258	72367	10.3
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9957	ENGINE UTILITYMAN	258	49647	8.4
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	99	GENERAL STUDENT TRAINEE	257	40290	0.9
202409	34	MACHINE TOOL WORK FAMILY	3401	MISCELLANEOUS MACHINE TOOL WORK	257	85467	15
202409	44	PRINTING FAMILY	4402	BINDERY WORKING	252	95840	11.6
202409	21	TRANSPORTATION GROUP	2125	HIGHWAY SAFETY	252	130608	14.3
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	142	WORKFORCE DEVELOPMENT	251	129862	14.1
202409	13	PHYSICAL SCIENCES GROUP	1371	CARTOGRAPHIC TECHNICIAN	250	72440	15.4
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5786	SMALL CRAFT OPERATING	250	78992	10.6
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5309	HEATING & BOILER PLANT EQUIPMT MECHANIC	247	73435	11
202409	46	WOOD WORK FAMILY	4605	WOOD CRAFTING	240	72690	8.4
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6913	HAZARDOUS WASTE DISPOSING	239	62236	9
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5788	DECKHAND	239	58672	5.8
202409	4	BIOLOGICAL SCIENCES GROUP	434	PLANT PATHOLOGY	238	133429	15
202409	21	TRANSPORTATION GROUP	2154	AIR TRAFFIC ASSISTANCE	230	80622	13.2
202409	44	PRINTING FAMILY	4406	LETTERPRESS OPERATING	228	132297	11.8
202409	2	HUMAN RESOURCES MANAGEMENT GROUP	244	LABOR-MANAGEMENT RELATIONS EXAMINING	224	142584	17.8
202409	52	MISCELLANEOUS OCCUPATIONS FAMILY	5201	MISCELLANEOUS OCCUPATIONS	222	75702	8.8
202409	4	BIOLOGICAL SCIENCES GROUP	471	AGRONOMY	221	106698	14.2
202409	9	LEGAL AND KINDRED GROUP	965	LAND LAW EXAMINING	221	75766	13.2
202409	25	WIRE COMMUNICATIONS EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2502	TELECOMMUNICATIONS MECHANIC	208	77372	10.2
202409	70	PACKING AND PROCESSING FAMILY	7009	EQUIPMENT CLEANING	207	61124	9.4
202409	88	AIRCRAFT OVERHAUL FAMILY	8862	AIRCRAFT ATTENDING	206	63836	8.5
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6941	BULK MONEY HANDLING	205	66383	13.9
202409	21	TRANSPORTATION GROUP	2110	TRANSPORTATION INDUSTRY ANALYSIS	204	141155	10.8
202409	22	INFORMATION TECHNOLOGY GROUP	2230	DHS CYBERSECURITY SPECIALIST (FOR DHS USE ONLY)	203	153453	5.6
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5401	MISC INDUSTRIAL EQUIPMENT OPERATION	197	77895	14.7
202409	73	"LAUNDRY, DRY CLEANING, AND PRESSING FAMILY"	7305	LAUNDRY MACHINE OPERATING	196	52317	11.7
202409	21	TRANSPORTATION GROUP	2131	FREIGHT RATE	194	64172	13.2
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9934	THIRD ASSISTANT ENGINEER	190	92247	6.5
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5423	SANDBLASTING	186	60306	11
202409	28	ELECTRICAL INSTALLATION AND MAINTENANCE FAMILY	2801	MISC ELECTRICAL INSTALLATION & MAINTENANCE	186	92531	13.9
202409	46	WOOD WORK FAMILY	4602	BLOCKING AND BRACING	177	63263	10.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9923	BOATSWAIN'S MATE	176	61221	17.6
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4737	GENERAL EQUIPMENT MECHANIC	173	72368	14
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5415	AIR CONDITIONING EQUIPMENT OPERATING	173	75229	11.7
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	332	COMPUTER OPERATION	170	64750	17.8
202409	20	SUPPLY GROUP	2032	PACKAGING	170	102526	15.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9907	THIRD OFFICER	168	83739	4.3
202409	66	ARMAMENT WORK FAMILY	6605	ARTILLERY REPAIRING	167	67464	8.8
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	135	FOREIGN AGRICULTURAL AFFAIRS	167	146932	15.7
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9933	SECOND ASSISTANT ENGINEER	167	116362	13
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	160	CIVIL RIGHTS ANALYSIS	167	127765	8.7
202409	15	MATHEMATICS AND STATISTICS GROUP	1501	GENERAL MATHEMATICS AND STATISTICS	165	175377	9.6
202409	42	PLUMBING AND PIPEFITTING FAMILY	4255	FUEL DISTRIBUTION SYSTEM MECHANIC	163	78690	10.2
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5704	FORK LIFT OPERATING	161	53993	10.2
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6968	AIRCRAFT FREIGHT LOADING	160	73671	11.3
202409	10_OR_LESS	10_OR_LESS	10_OR_LESS	10_OR_LESS	158	80545	17
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	350	EQUIPMENT OPERATOR	156	49834	15.1
202409	2	HUMAN RESOURCES MANAGEMENT GROUP	241	MEDIATION	155	149578	12.2
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	50	FUNERAL DIRECTING	152	93560	5.8
202409	44	PRINTING FAMILY	4401	MISCELLANEOUS PRINTING AND REPRODUCTION	152	81403	15
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	190	GENERAL ANTHROPOLOGY	150	123767	10.9
202409	11	BUSINESS AND INDUSTRY GROUP	1147	AGRICULTURAL MARKET REPORTING	147	96832	16.8
202409	8	ENGINEERING AND ARCHITECTURE GROUP	873	MARINE SURVEY TECHNICAL	146	118891	10.7
202409	44	PRINTING FAMILY	4403	HAND COMPOSING	146	97116	14.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9994	ASSISTANT STOREKEEPER	141	43437	6.7
202409	25	WIRE COMMUNICATIONS EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2504	WIRE COMMUNICATIONS CABLE SPLICING	140	75119	8.3
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	361	EQUAL OPPORTUNITY ASSISTANCE	137	61676	12.6
202409	38	METAL WORK FAMILY	3809	MOBILE EQUIPMENT METAL MECHANIC	135	73518	11.5
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5782	SHIP OPERATING	133	105084	13.4
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	19	SAFETY TECHNICIAN	133	65093	10.2
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9973	SECOND COOK	132	52659	9.3
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9998	YEOMAN-STOREKEEPER	131	52852	9.9
202409	44	PRINTING FAMILY	4454	INTAGLIO PRESS OPERATING	130	137922	14.7
202409	13	PHYSICAL SCIENCES GROUP	1382	FOOD TECHNOLOGY	128	137912	16
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	82	UNITED STATES MARSHAL	126	133191	7.8
202409	17	EDUCATION GROUP	1730	EDUCATION RESEARCH	125	150573	9.6
202409	58	TRANSPORTATION/MOBILE EQUIPMENT MAINTENANCE FAMILY	5806	MOBILE EQUIPMENT SERVICING	123	50562	5.1
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	29	ENVIRONMENTAL PROTECTION ASSISTANT	123	61270	10.6
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9906	SECOND OFFICER	122	111168	10.6
202409	37	METAL PROCESSING FAMILY	3701	MISCELLANEOUS METAL PROCESSING	122	75688	10.6
202409	40	LENS AND CRYSTAL WORK FAMILY	4010	PRESCRIPTION EYEGLASS MAKING	120	64831	10.4
202409	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4840	TOOL AND EQUIPMENT REPAIRING	120	71730	9.7
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5784	RIVERBOAT OPERATING	118	94555	13.1
202409	4	BIOLOGICAL SCIENCES GROUP	437	HORTICULTURE	118	107593	15
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9993	JUNIOR SUPPLY OFFICER	118	91249	12.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9932	FIRST ASSISTANT ENGINEER	114	124374	12.7
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9952	DECK ENGINEER-MACHINIST	113	59266	14.6
202409	9	LEGAL AND KINDRED GROUP	999	LEGAL OCCUPATIONS STUDENT TRAINEE	112	53965	0.8
202409	65	"AMMUNITION, EXPLOSIVES, AND TOXIC MATERIALS WORK FAMILY"	6511	MISSILE/TOXIC MATERIALS HANDLING	110	65515	10.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9931	CHIEF ENGINEER	110	189368	18.1
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	698	ENVIRONMENTAL HEALTH TECHNICIAN	108	70460	10.3
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4714	MODEL MAKING	104	90825	13.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9944	ELECTRONICS TECHNICIAN	100	87347	12.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9942	SECOND ELECTRICIAN	100	64580	13.5
202409	38	METAL WORK FAMILY	3808	BOILERMAKING	100	68733	9.4
202409	31	FABRIC AND LEATHER WORK FAMILY	3111	SEWING MACHINE OPERATING	99	52323	10.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9920	BOATSWAIN	99	74194	21.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9999	SECOND RADIO ELECTRONICS TECHNICIAN	95	58796	6
202409	10	INFORMATION AND ARTS GROUP	1020	ILLUSTRATING	91	90384	15.1
202409	50	PLANT AND ANIMAL WORK FAMILY	5031	INSECTS PRODUCTION WORKING	91	52925	6.6
202409	4	BIOLOGICAL SCIENCES GROUP	435	PLANT PHYSIOLOGY	91	137256	17.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9975	ASSISTANT COOK	89	48555	7.9
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5729	DRILL RIG OPERATING	88	68703	8.8
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5767	AIRFIELD CLEARING EQUIPMENT OPERATING	88	69728	7.5
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	106	UNEMPLOYMENT INSURANCE	88	124328	8.2
202409	33	INSTRUMENT WORK FAMILY	3306	OPTICAL INSTRUMENT REPAIRING	87	71834	10.5
202409	37	METAL PROCESSING FAMILY	3707	METALIZING	86	72006	13.7
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9902	MASTER	86	188425	19.2
202409	70	PACKING AND PROCESSING FAMILY	7006	PRESERVATION SERVICING	85	61295	11.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9997	FIRST RADIO ELECTRONICS TECHNICIAN	84	69743	9.1
202409	13	PHYSICAL SCIENCES GROUP	1397	DOCUMENT ANALYSIS	82	140970	13.7
202409	41	PAINTING AND PAPERHANGING FAMILY	4104	SIGN PAINTING	80	71139	14.3
202409	21	TRANSPORTATION GROUP	2199	TRANSPORTATION STUDENT TRAINEE	80	46365	0.7
202409	2	HUMAN RESOURCES MANAGEMENT GROUP	299	HUMAN RESOURCES MANAGEMENT STUDENT TRAINEE	79	45350	1
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	313	WORK UNIT SUPERVISING	79	79022	11.3
