AGYSUB,SEP,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
DLLS,SJ,201801,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SC,201606,D,13,13,E,48,0110,1,GS-13,J,10,F,1,1,101303,11.3
DLLS,SC,201506,C,13,12,C,11,0110,1,GS-12,G,10,F,1,1,076378,03.8
DLLS,SJ,201801,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SK,201506,K,17,07,C,12,0119,3,GS-07,D,10,P,2,1,040889,04.6
DLLS,SJ,201801,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.9
DLLS,SJ,201801,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SJ,201801,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SC,201801,D,17,12,D,11,0110,1,GS-12,H,10,P,2,1,089703,06.8
DLLS,SJ,201801,B,13,07,A,13,0110,1,GS-07,D,35,F,1,1,042678,00.9
DLLS,SA,201807,H,14,12,C,11,0110,1,GS-12,H,10,F,1,1,084266,03.7
DLLS,SD,201506,K,17,07,D,17,0119,3,GS-07,D,10,P,2,1,044844,08.9
DLLS,SJ,201801,B,04,07,A,13,0110,1,GS-07,D,35,F,1,1,042678,00.9
DLLS,SJ,201801,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.9
DLLS,SC,201606,E,13,06,B,41,0119,3,GS-06,C,15,P,2,1,038022,02.5
DLLS,SJ,201801,C,13,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.9
DLLS,SD,201704,J,17,07,E,12,0119,3,GS-07,E,10,P,2,1,053086,10.0
DLLS,SJ,201811,K,17,15,J,11,0110,1,GS-15,P,20,I,2,1,164200,40.9
DLLS,SC,201506,D,13,13,D,11,0110,1,GS-13,I,10,F,1,1,099905,08.9
DLLS,SD,201811,J,21,15,G,17,0110,1,GS-15,P,10,F,1,1,164200,23.2
DLLS,SC,201811,D,17,05,D,29,0119,3,GS-05,D,10,P,2,1,043828,08.5
DLLS,SD,201712,J,13,07,F,26,0119,3,GS-07,E,10,P,2,1,050180,16.8
DLLS,SC,201506,E,04,09,A,11,0110,1,GS-09,E,15,F,1,1,052668,00.9
DLLS,SD,201712,K,17,12,I,25,0110,1,GS-12,J,10,F,1,1,103337,33.5
DLLS,SC,201712,C,04,09,B,47,0110,1,GS-09,D,15,F,1,1,049765,01.3
DLLS,SC,201506,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,081471,05.6
DLLS,SC,201811,E,17,07,A,25,0110,1,GS-07,D,15,F,1,1,045707,00.0
DLLS,SA,201704,D,17,13,D,11,0110,1,GS-13,I,10,F,1,1,097956,05.7
DLLS,SD,201811,J,13,13,I,06,0110,1,GS-13,L,10,F,1,1,128373,30.3
DLLS,SD,201712,I,18,15,I,11,0110,1,GS-15,P,10,F,1,1,161900,33.1
DLLS,SC,201506,F,08,07,D,28,0119,3,GS-07,C,10,P,2,1,039570,05.4
DLLS,SC,201811,E,17,05,A,24,0119,3,GS-05,C,15,P,2,1,037113,00.3
DLLS,SJ,201712,B,04,05,B,18,0119,3,GS-05,C,20,P,2,1,033939,01.3
DLLS,SD,201712,J,17,12,I,06,0110,1,GS-12,K,10,F,1,1,112665,32.1
DLLS,SC,201811,G,13,07,D,48,0119,3,GS-07,E,10,P,2,1,051617,06.1
DLLS,SD,201712,K,04,07,J,17,0119,3,GS-07,E,10,F,1,1,058313,47.7
DLLS,SD,201704,K,04,07,F,48,0119,3,GS-07,F,10,P,2,1,060207,15.8
DLLS,SC,201709,J,04,05,A,34,0119,3,GS-05,C,15,P,2,1,037457,00.8
DLLS,SC,201709,E,21,14,A,11,0110,1,GS-14,N,15,F,1,1,145629,00.9
DLLS,SD,201712,J,17,12,I,11,0110,1,GS-12,J,10,F,1,1,103639,30.0
DLLS,SD,201712,J,13,07,E,26,0119,3,GS-07,D,10,P,2,1,047467,10.4
DLLS,SC,201811,D,17,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.1
DLLS,SJ,201712,C,04,05,B,06,0119,3,GS-05,C,20,P,2,1,033939,01.3
DLLS,SC,201712,C,13,09,B,11,0110,1,GS-09,E,15,F,1,1,054972,01.6
DLLS,SD,201811,I,13,12,I,25,0110,1,GS-12,J,10,F,1,1,105400,33.1
DLLS,SC,201709,H,04,07,D,55,0119,3,GS-07,D,10,P,2,1,046524,07.5
DLLS,SC,201709,D,13,11,B,11,0110,1,GS-11,F,15,F,1,1,066510,02.0
DLLS,SD,201712,K,17,13,F,11,0110,1,GS-13,K,10,F,1,1,110595,19.0
DLLS,SD,201704,J,13,13,J,11,0110,1,GS-13,L,10,F,1,1,123234,39.0
DLLS,SA,201704,E,13,12,C,36,0110,1,GS-12,H,15,F,1,1,082304,03.9
DLLS,SD,201712,J,13,07,D,12,0119,3,GS-07,D,10,P,2,1,044917,08.2
DLLS,SA,201811,D,17,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,01.8
DLLS,SC,201709,B,11,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.7
DLLS,SD,201712,J,13,07,F,36,0119,3,GS-07,E,10,P,2,1,050180,17.3
DLLS,SD,201811,K,13,07,E,11,0119,3,GS-07,E,10,P,2,1,056698,13.3
DLLS,SD,201712,K,17,,H,11,0110,1,ES-**,R,50,F,1,1,187000,26.8
DLLS,SJ,201709,C,17,09,B,11,0110,1,GS-09,E,35,F,1,1,054972,01.0
DLLS,SC,201811,K,04,05,B,36,0119,3,GS-05,C,15,P,2,1,035620,02.2
DLLS,SC,201704,D,13,07,C,06,0119,3,GS-07,D,10,P,2,1,045843,03.3
DLLS,SA,201701,E,04,14,F,11,0110,1,GS-14,M,10,F,1,1,130692,17.3
DLLS,SC,201709,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.7
DLLS,SC,201709,H,07,07,D,42,0119,3,GS-07,D,10,P,2,1,049641,08.2
DLLS,SD,201709,J,13,13,J,41,0110,1,GS-13,K,10,F,1,1,118240,36.9
DLLS,SA,201709,B,04,09,B,29,0110,1,GS-09,E,15,F,1,1,050098,01.1
DLLS,SD,201701,J,14,14,J,11,0110,1,GS-14,N,10,F,1,1,141555,40.3
DLLS,SD,201801,J,13,12,J,17,0110,1,GS-12,J,10,F,1,1,105392,35.0
DLLS,SA,201709,E,13,07,B,36,0110,1,GS-07,D,15,F,1,1,046398,02.3
DLLS,SA,201701,D,13,12,C,17,0110,1,GS-12,G,10,F,1,1,079563,04.0
DLLS,SD,201801,K,04,10,J,11,0119,3,GS-10,G,10,F,1,1,078703,54.9
DLLS,SD,201801,K,13,06,B,12,0119,3,GS-06,C,15,P,2,1,037223,02.6
DLLS,SJ,201801,B,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.9
DLLS,SC,201709,J,04,07,E,55,0119,3,GS-07,D,10,P,2,1,047467,11.2
DLLS,SD,201801,J,13,12,J,36,0110,1,GS-12,J,10,F,1,1,109245,35.4
DLLS,SD,201801,K,13,07,F,36,0119,3,GS-07,F,10,P,2,1,060006,17.3
DLLS,SJ,201801,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SC,201801,G,13,05,B,24,0119,3,GS-05,C,15,P,2,1,037113,01.8
DLLS,SD,201503,K,17,12,H,11,0110,1,GS-12,I,10,F,1,1,099296,27.8
DLLS,SJ,201801,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SD,201701,K,13,12,J,06,0110,1,GS-12,J,10,F,1,1,109592,38.3
DLLS,SC,201702,C,13,09,B,06,0110,1,GS-09,E,15,F,1,1,056075,01.5
DLLS,SC,201702,I,07,05,D,42,0119,3,GS-05,C,15,P,2,1,033643,07.0
DLLS,SC,201702,B,13,09,B,11,0110,1,GS-09,E,15,F,1,1,054972,01.6
DLLS,SD,201805,J,13,12,J,24,0110,1,GS-12,J,10,F,1,1,106012,35.0
DLLS,SA,201503,D,17,12,B,11,0110,1,GS-12,G,15,F,1,1,076378,02.5
DLLS,SD,201805,J,13,07,F,45,0119,3,GS-07,E,10,P,2,1,051015,17.2
DLLS,SC,201805,D,04,07,D,06,0119,3,GS-07,E,10,P,2,1,056176,06.8
DLLS,SC,201805,J,13,07,E,27,0119,3,GS-07,E,10,P,2,1,050130,10.6
DLLS,SD,201805,K,13,07,F,17,0119,3,GS-07,E,10,P,2,1,056366,16.1
DLLS,SA,201702,H,21,11,B,11,0110,1,GS-11,F,15,F,1,1,066510,02.1
DLLS,SC,201805,K,04,07,E,42,0119,3,GS-07,D,10,P,2,1,048258,13.4
DLLS,SA,201702,G,13,07,E,06,0119,3,GS-07,E,10,P,2,1,055014,11.5
DLLS,SC,201702,C,13,07,A,36,0110,1,GS-07,D,35,F,1,1,046398,00.7
DLLS,SC,201702,F,04,05,A,34,0119,3,GS-05,C,15,P,2,1,037457,00.0
DLLS,SC,201805,J,04,06,B,29,0119,3,GS-06,C,15,P,2,1,037578,01.9
DLLS,SC,201805,I,13,07,E,18,0119,3,GS-07,D,10,P,2,1,049637,14.4
DLLS,SC,201702,J,09,06,C,48,0119,3,GS-06,C,10,P,2,1,039053,04.1
DLLS,SC,201702,D,17,12,D,11,0110,1,GS-12,I,10,F,1,1,093008,07.5
DLLS,SD,201805,K,07,09,J,11,0119,3,GS-09,G,10,F,1,1,073105,50.8
DLLS,SA,201709,G,13,13,E,11,0110,1,GS-13,K,10,F,1,1,113755,13.3
DLLS,SC,201702,E,13,12,E,11,0110,1,GS-12,H,10,F,1,1,087693,11.1
DLLS,SC,201503,C,04,05,A,53,0119,3,GS-05,C,15,P,2,1,034085,00.6
DLLS,SA,201805,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,103435,08.6
DLLS,SA,201702,D,17,12,B,11,0110,1,GS-12,G,15,F,1,1,079720,02.4
DLLS,SC,201805,K,04,07,E,36,0119,3,GS-07,D,10,P,2,1,049637,13.2
DLLS,SA,201702,D,13,12,D,11,0110,1,GS-12,H,10,F,1,1,087693,07.2
DLLS,SC,201805,C,13,09,B,36,0110,1,GS-09,E,15,F,1,1,057948,02.3
DLLS,SC,201702,E,17,09,C,17,0110,1,GS-09,E,10,F,1,1,056693,03.9
DLLS,SC,201705,E,09,05,B,36,0119,3,GS-05,C,15,P,2,1,033939,01.0
DLLS,SC,201805,K,09,07,E,50,0119,3,GS-07,E,10,P,2,1,051015,10.5
DLLS,SC,201705,E,13,12,E,11,0110,1,GS-12,I,10,F,1,1,093008,10.8
DLLS,SC,201702,K,04,05,A,06,0119,3,GS-05,C,15,P,2,1,039441,00.4
DLLS,SC,201805,G,17,06,C,39,0119,3,GS-06,C,10,P,2,1,039703,03.2
DLLS,SA,201607,J,04,05,A,27,0119,3,GS-05,C,15,P,2,1,039995,00.3
DLLS,SC,201702,G,13,12,G,11,0110,1,GS-12,I,10,F,1,1,098323,21.0
DLLS,SC,201805,J,04,07,D,06,0119,3,GS-07,D,10,P,2,1,045501,08.0
DLLS,SD,201705,J,13,12,J,13,0110,1,GS-12,I,10,F,1,1,098420,37.2
DLLS,SC,201708,E,13,13,E,11,0110,1,GS-13,K,10,F,1,1,113755,14.1
DLLS,SC,201705,D,04,05,A,48,0119,3,GS-05,C,15,P,2,1,034999,00.7
DLLS,SC,201708,E,13,05,B,05,0119,3,GS-05,C,15,P,2,1,033939,02.8
DLLS,SC,201805,H,13,06,B,06,0119,3,GS-06,D,15,P,2,1,042634,02.5
DLLS,SC,201705,D,13,07,D,06,0119,3,GS-07,D,10,P,2,1,043397,05.3
DLLS,SA,201708,E,13,13,F,11,0110,1,GS-13,K,10,F,1,1,113755,15.9
DLLS,SJ,201705,C,13,07,B,25,0110,1,GS-07,D,35,F,1,1,046305,01.0
DLLS,SC,201705,J,04,07,C,09,0119,3,GS-07,D,10,P,2,1,045107,03.7
DLLS,SC,201607,C,17,05,C,40,0119,3,GS-05,C,10,P,2,1,032318,04.6
DLLS,SC,201607,C,04,11,B,11,0110,1,GS-11,F,15,F,1,1,064650,01.8
DLLS,SC,201708,C,04,07,A,29,0110,1,GS-07,D,38,F,1,1,040871,00.8
DLLS,SD,201705,K,13,07,E,25,0119,3,GS-07,E,10,P,2,1,052281,11.3
DLLS,SJ,201708,F,21,07,B,48,0110,1,GS-07,D,35,F,1,1,044799,01.0
DLLS,SD,201607,I,13,15,J,11,0110,1,GS-15,O,10,F,1,1,153702,37.0
DLLS,SD,201705,K,17,13,J,11,0110,1,GS-13,L,10,F,1,1,123234,39.6
DLLS,SD,201607,K,14,14,J,11,0110,1,GM-14,N,10,F,1,1,141555,43.8
DLLS,SC,201708,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.6
DLLS,SC,201607,D,17,13,D,11,0110,1,GS-13,I,10,F,1,1,095217,07.8
DLLS,SC,201708,F,04,09,A,17,0110,1,GS-09,E,15,F,1,1,054864,00.6
DLLS,SD,201607,K,13,07,E,17,0119,3,GS-07,E,10,P,2,1,051235,11.0
DLLS,SC,201607,I,13,05,A,34,0119,3,GS-05,C,15,P,2,1,036515,00.1
DLLS,SC,201708,C,17,09,A,11,0110,1,GS-09,E,15,F,1,1,054972,00.8
DLLS,SA,201708,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,104275,07.7
DLLS,SD,201805,J,17,14,J,11,0110,1,GS-14,N,10,F,1,1,145148,37.7
DLLS,SC,201805,D,13,06,C,50,0119,3,GS-06,C,10,P,2,1,039703,04.0
DLLS,SD,201805,I,17,07,F,18,0119,3,GS-07,E,10,P,2,1,053773,16.9
DLLS,SG,201805,I,13,07,E,41,0119,3,GS-07,D,10,P,2,1,049637,12.6
DLLS,SD,201607,K,13,12,I,11,0110,1,GS-12,J,10,F,1,1,100736,31.7
DLLS,SC,201805,G,13,07,D,36,0119,3,GS-07,E,10,P,2,1,053690,08.4
DLLS,SC,201607,K,17,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.2
DLLS,SC,201705,B,13,07,A,48,0110,1,GS-07,D,15,F,1,1,043354,00.3
DLLS,SC,201705,E,13,14,E,11,0110,1,GS-14,L,10,F,1,1,123223,14.7
DLLS,SC,201607,I,04,05,A,28,0119,3,GS-05,C,15,P,2,1,032318,00.4
DLLS,SA,201708,F,17,06,C,11,0119,3,GS-06,D,10,P,2,1,043139,04.1
DLLS,SC,201705,G,13,12,F,11,0110,1,GS-12,J,10,F,1,1,100981,18.9
DLLS,SC,201607,E,04,05,A,48,0119,3,GS-05,C,15,P,2,1,032318,00.4
DLLS,SD,201705,K,13,07,H,36,0119,3,GS-07,F,10,P,2,1,060322,26.8
DLLS,SA,201607,D,17,13,C,11,0110,1,GS-13,I,10,F,1,1,095217,04.4
DLLS,SJ,201708,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.9
DLLS,SC,201604,D,11,12,D,42,0110,1,GS-12,H,10,F,1,1,088550,09.8
DLLS,SD,201708,I,11,07,J,11,0119,3,GS-07,E,10,F,1,1,058428,40.3
DLLS,SD,201708,J,17,12,H,11,0110,1,GS-12,I,10,F,1,1,098323,29.9
DLLS,SD,201607,K,13,07,E,22,0119,3,GS-07,D,10,P,2,1,044036,10.0
DLLS,SC,201604,E,13,12,E,12,0110,1,GS-12,I,10,F,1,1,090208,14.5
DLLS,SD,201708,J,17,07,D,24,0119,3,GS-07,D,10,P,2,1,049437,08.0
DLLS,SA,201708,D,17,12,C,11,0110,1,GS-12,H,10,F,1,1,082377,03.3
DLLS,SA,201610,E,08,07,D,51,0119,3,GS-07,D,10,P,2,1,045371,09.0
DLLS,SC,201708,I,17,05,A,06,0119,3,GS-05,C,15,P,2,1,039441,00.9
DLLS,SD,201510,J,17,07,D,45,0119,3,GS-07,D,10,P,2,1,040889,09.3
DLLS,SA,201605,D,17,11,B,11,0110,1,GS-11,F,15,F,1,1,064650,02.0
DLLS,SA,201605,C,17,11,B,11,0110,1,GS-11,F,15,F,1,1,064650,01.8
DLLS,SD,201510,J,13,14,J,11,0110,1,GS-14,M,10,F,1,1,132368,41.0
DLLS,SA,201510,D,13,14,D,11,0110,1,GS-14,K,10,F,1,1,114480,09.1
DLLS,SC,201605,C,13,07,C,06,0119,3,GS-07,D,10,P,2,1,044689,03.0
DLLS,SC,201510,D,04,07,B,13,0110,1,GS-07,D,15,F,1,1,042726,01.8
DLLS,SC,201604,G,13,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.0
DLLS,SD,201605,I,07,12,J,11,0110,1,GS-12,J,10,F,1,1,100736,38.6
DLLS,SA,201510,C,13,12,C,11,0110,1,GS-12,G,10,F,1,1,078924,04.8
DLLS,SA,201610,E,13,12,C,48,0110,1,GS-12,G,15,F,1,1,075167,03.6
DLLS,SK,201604,H,04,13,I,11,0110,1,GS-13,K,10,F,1,1,119794,31.4
DLLS,SD,201605,I,13,12,J,11,0110,1,GS-12,I,10,F,1,1,098153,36.6
DLLS,SA,201510,F,17,12,E,11,0110,1,GS-12,H,10,F,1,1,086564,10.9
DLLS,SD,201510,J,13,15,J,11,0110,1,GS-15,O,10,F,1,1,158700,35.9
DLLS,SA,201605,D,17,12,B,11,0110,1,GS-12,G,15,F,1,1,077490,02.0
DLLS,SC,201610,E,13,13,D,13,0110,1,GS-13,I,10,F,1,1,091249,08.8
DLLS,SC,201610,I,13,12,F,48,0110,1,GS-12,H,10,F,1,1,085189,15.3
DLLS,SA,201604,D,17,12,D,36,0110,1,GS-12,H,10,F,1,1,088258,06.6
DLLS,SC,201510,I,13,05,B,37,0119,3,GS-05,C,15,P,2,1,034016,02.3
DLLS,SD,201605,K,17,14,J,17,0110,1,GS-14,N,10,F,1,1,142304,42.8
DLLS,SA,201604,F,04,09,D,36,0110,1,GS-09,F,10,F,1,1,062702,06.7
DLLS,SD,201604,K,13,06,D,06,0119,3,GS-06,D,10,P,2,1,044236,05.1
DLLS,SC,201510,J,13,07,E,29,0119,3,GS-07,D,10,P,2,1,046163,10.3
DLLS,SC,201510,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,084017,06.3
DLLS,SA,201610,D,13,13,E,11,0110,1,GS-13,J,10,F,1,1,107505,12.3
DLLS,SD,201510,K,14,12,I,36,0110,1,GS-12,J,10,F,1,1,100255,33.1
DLLS,SC,201605,H,13,07,C,02,0119,3,GS-07,D,10,P,2,1,045278,04.3
DLLS,SD,201510,J,17,15,J,11,0110,1,GS-15,O,10,F,1,1,158700,40.2
DLLS,SC,201510,H,04,05,H,48,0119,3,GS-05,D,10,P,2,1,041530,27.3
DLLS,SD,201510,K,04,07,G,45,0119,3,GS-07,E,10,P,2,1,051437,22.0
DLLS,SC,201605,J,04,05,A,27,0119,3,GS-05,C,15,P,2,1,034282,00.3
DLLS,SA,201510,C,13,13,D,11,0110,1,GS-13,I,10,F,1,1,093851,06.2
DLLS,SA,201605,E,13,12,C,11,0110,1,GS-12,H,10,F,1,1,082656,04.8
DLLS,SC,201610,H,13,06,B,34,0119,3,GS-06,D,15,P,2,1,040703,02.8
DLLS,SD,201610,K,13,07,D,36,0119,3,GS-07,E,10,P,2,1,055786,09.8
DLLS,SC,201510,D,13,13,E,11,0110,1,GS-13,I,10,F,1,1,099905,13.1
DLLS,SC,201510,C,17,09,A,11,0110,1,GS-09,E,15,F,1,1,052668,00.9
DLLS,SC,201605,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,085238,06.9
DLLS,SD,201605,J,13,07,F,42,0119,3,GS-07,E,10,P,2,1,052772,15.9
DLLS,SJ,201804,K,10,07,G,29,0119,3,GS-07,E,10,P,2,1,051502,24.3
DLLS,SC,201804,F,17,11,C,48,0110,1,GS-11,G,10,F,1,1,072234,03.9
DLLS,SA,201601,D,17,12,C,11,0110,1,GS-12,H,10,F,1,1,080073,03.3
DLLS,SC,201510,D,17,12,C,11,0110,1,GS-12,G,10,F,1,1,078924,04.1
DLLS,SC,201605,J,13,05,B,29,0119,3,GS-05,D,10,P,2,1,042064,01.4
DLLS,SA,201510,I,13,07,D,13,0119,3,GS-07,D,10,P,2,1,044104,05.3
DLLS,SC,201601,J,12,05,A,25,0119,3,GS-05,C,15,P,2,1,035381,00.9
DLLS,SD,201510,J,13,13,J,11,0110,1,GS-13,K,10,F,1,1,118069,39.2
DLLS,SC,201510,G,11,05,A,09,0119,3,GS-05,C,15,P,2,1,036018,00.8
DLLS,SD,201601,I,17,14,I,11,0110,1,GM-14,M,10,F,1,1,139523,32.5
DLLS,SD,201605,K,13,07,D,06,0119,3,GS-07,D,10,P,2,1,044036,07.5
DLLS,SC,201601,G,13,05,A,39,0119,3,GS-05,C,15,P,2,1,032526,00.3
DLLS,SA,201601,D,09,13,D,11,0110,1,GS-13,I,10,F,1,1,099905,09.3
DLLS,SD,201601,J,13,12,J,11,0110,1,GS-12,I,10,F,1,1,096750,37.7
DLLS,SC,201510,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.3
DLLS,SD,201601,I,14,15,I,11,0110,1,GS-15,O,10,F,1,1,158700,33.3
DLLS,SD,201804,I,04,07,E,20,0119,3,GS-07,D,10,P,2,1,048258,13.8
DLLS,SA,201508,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,084017,06.8
DLLS,SA,201804,C,17,12,C,11,0110,1,GS-12,H,10,F,1,1,084266,03.5
DLLS,SC,201508,C,13,12,C,11,0110,1,GS-12,G,10,F,1,1,078924,04.0
DLLS,SD,201507,J,17,12,I,11,0110,1,GS-12,I,10,F,1,1,094203,32.3
DLLS,SC,201508,J,07,07,D,48,0119,3,GS-07,D,10,P,2,1,040889,05.3
DLLS,SA,201507,C,13,12,C,11,0110,1,GS-12,G,10,F,1,1,076378,03.5
DLLS,SC,201507,C,13,13,D,11,0110,1,GS-13,I,10,F,1,1,090823,06.0
DLLS,SD,201804,K,13,07,G,50,0119,3,GS-07,E,10,P,2,1,053773,21.0
DLLS,SD,201804,K,13,07,G,50,0119,3,GS-07,E,10,P,2,1,053773,21.0
DLLS,SC,201508,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.3
DLLS,SC,201508,B,04,09,A,11,0110,1,GS-09,E,35,F,1,1,052668,00.9
DLLS,SD,201804,K,17,07,D,36,0119,3,GS-07,E,10,P,2,1,050532,06.0
DLLS,SC,201801,J,04,06,B,53,0119,3,GS-06,C,15,P,2,1,037223,02.1
DLLS,SG,201507,H,13,13,I,11,0110,1,GS-13,K,10,F,1,1,115041,30.7
DLLS,SD,201801,K,10,07,F,34,0119,3,GS-07,E,10,P,2,1,056848,15.7
DLLS,SC,201507,G,13,06,B,04,0119,3,GS-06,C,15,P,2,1,036420,01.6
DLLS,SJ,201801,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SC,201508,C,13,13,D,11,0110,1,GS-13,I,10,F,1,1,090823,05.4
DLLS,SJ,201801,B,13,07,A,36,0110,1,GS-07,D,35,F,1,1,047374,00.9
DLLS,SA,201508,D,17,12,C,11,0110,1,GS-12,G,15,F,1,1,078924,03.8
DLLS,SD,201801,J,13,13,J,11,0110,1,GS-13,L,10,F,1,1,123234,37.8
DLLS,SJ,201801,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SJ,201801,B,04,07,A,13,0110,1,GS-07,D,35,F,1,1,042678,00.9
DLLS,SJ,201508,C,17,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.9
DLLS,SD,201801,K,17,15,J,11,0110,1,GS-15,P,10,F,1,1,161900,46.3
DLLS,SD,201507,K,17,12,H,48,0110,1,GS-12,J,10,F,1,1,100247,26.0
DLLS,SC,201701,J,21,,C,11,0110,1,EX-04,O,46,F,2,1,155500,03.9
DLLS,SD,201701,K,13,12,G,13,0110,1,GS-12,I,10,F,1,1,093372,22.1
DLLS,SC,201701,D,13,05,A,34,0119,3,GS-05,C,15,P,2,1,037457,00.0
DLLS,SC,201507,K,04,05,A,13,0119,3,GS-05,C,15,P,2,1,031944,00.7
DLLS,SA,201507,C,13,12,C,11,0110,1,GS-12,G,10,F,1,1,076378,03.9
DLLS,SA,201701,E,17,12,D,11,0110,1,GS-12,H,10,F,1,1,082656,05.3
DLLS,SD,201507,J,17,07,D,39,0119,3,GS-07,D,10,P,2,1,041634,05.3
DLLS,SC,201701,J,10,07,D,29,0119,3,GS-07,D,10,P,2,1,046419,08.3
DLLS,SA,201507,D,11,13,E,11,0110,1,GS-13,J,10,F,1,1,105960,14.1
DLLS,SA,201809,E,21,14,D,11,0110,1,GS-14,L,10,F,1,1,126049,05.1
DLLS,SD,201508,J,17,07,G,29,0119,3,GS-07,D,10,P,2,1,048800,20.4
DLLS,SC,201507,D,04,09,A,06,0110,1,GS-09,E,15,F,1,1,053915,00.9
DLLS,SA,201508,D,13,09,D,11,0110,1,GS-09,E,15,F,1,1,052668,06.3
DLLS,SC,201809,F,17,07,C,15,0119,3,GS-07,D,10,P,2,1,043877,04.9
DLLS,SA,201701,C,17,09,B,42,0110,1,GS-09,E,15,F,1,1,052338,01.4
DLLS,SK,201701,I,13,07,D,42,0119,3,GS-07,D,10,P,2,1,044933,07.4
DLLS,SC,201809,H,17,13,G,11,0110,1,GS-13,K,10,F,1,1,119597,20.3
DLLS,SC,201507,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,081471,05.8
DLLS,SK,201508,K,04,05,D,12,0119,3,GS-05,C,15,P,2,1,033009,07.5
DLLS,SC,201701,K,04,05,A,29,0119,3,GS-05,C,15,P,2,1,033064,00.0
DLLS,SD,201507,K,13,13,I,25,0110,1,GS-13,J,10,F,1,1,109496,31.6
DLLS,SD,201508,J,17,07,E,39,0119,3,GS-07,E,10,P,2,1,050677,14.8
DLLS,SA,201507,E,13,14,F,11,0110,1,GS-14,L,10,F,1,1,121635,16.0
DLLS,SD,201508,I,13,12,G,06,0110,1,GS-12,H,10,F,1,1,080792,20.4
DLLS,SC,201508,J,13,05,B,27,0119,3,GS-05,C,15,P,2,1,034976,01.3
DLLS,SC,201508,C,13,12,C,11,0110,1,GS-12,G,10,F,1,1,076378,03.8
DLLS,SK,201507,K,13,07,D,55,0119,3,GS-07,D,10,P,2,1,046392,09.2
DLLS,SD,201809,I,04,13,I,11,0110,1,GS-13,L,10,F,1,1,126062,30.3
DLLS,SC,201809,J,04,05,A,27,0119,3,GS-05,C,15,P,2,1,035709,00.1
DLLS,SD,201608,K,14,14,J,11,0110,1,GS-14,N,10,F,1,1,141555,42.7
DLLS,SC,201410,F,13,13,E,11,0110,1,GS-13,J,10,F,1,1,101914,14.5
DLLS,SD,201501,K,14,,J,11,0110,1,ES-**,O,50,F,1,1,157420,42.4
DLLS,SA,201410,C,13,12,C,11,0110,1,GS-12,G,10,F,1,1,078142,04.1
DLLS,SD,201501,J,17,13,J,11,0110,1,GS-13,K,10,F,1,1,116901,40.3
DLLS,SD,201501,J,13,13,J,48,0110,1,GS-13,K,10,F,1,1,113560,39.9
DLLS,SC,201608,H,21,05,C,11,0119,3,GS-05,C,10,P,2,1,035265,03.0
DLLS,SD,201501,K,13,07,H,17,0119,3,GS-07,E,10,P,2,1,056366,25.0
DLLS,SC,201608,D,13,13,E,25,0110,1,GS-13,I,10,F,1,1,098612,10.1
DLLS,SD,201501,J,17,,J,11,0110,1,ES-**,R,50,F,1,1,181452,36.3
DLLS,SC,201410,H,04,05,B,48,0119,3,GS-05,C,15,P,2,1,033738,02.7
DLLS,SC,201809,I,04,06,B,29,0119,3,GS-06,C,15,P,2,1,037459,02.7
DLLS,SD,201501,J,09,07,H,13,0119,3,GS-07,E,10,P,2,1,050932,28.3
