AGYSUB,ACC,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,STEMOCC,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
DLLS,AC,202003,B,13,07,A,42,0110,1,GS-07,D,0110,15,F,1,1,047014,00.0
DLLS,AC,202004,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AD,202207,B,13,07,A,55,0110,1,GS-07,D,0110,35,F,1,1,044740,00.0
DLLS,AC,202004,H,04,05,A,05,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202003,I,04,05,A,48,0119,3,GS-05,C,XXXX,15,P,2,1,037635,00.0
DLLS,AC,202003,B,04,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202003,J,04,05,A,29,0119,3,GS-05,C,XXXX,15,P,2,1,035428,00.0
DLLS,AC,202003,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,C,04,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202004,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,C,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202006,C,04,07,A,37,0110,1,GS-07,D,0110,15,F,1,1,044944,00.1
DLLS,AC,202005,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202010,C,04,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,037954,00.0
DLLS,AC,202005,C,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202004,B,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202005,K,04,05,A,01,0119,3,GS-05,C,XXXX,15,P,2,1,036090,00.0
DLLS,AC,202004,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,E,04,05,A,28,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202004,J,04,05,A,22,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202004,K,04,05,A,06,0119,3,GS-05,C,XXXX,15,P,2,1,039078,00.0
DLLS,AC,202004,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,E,04,05,A,53,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202005,H,04,05,A,53,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202005,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,K,04,05,A,01,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202005,J,04,05,A,25,0119,3,GS-05,C,XXXX,15,P,2,1,038879,00.0
DLLS,AC,202006,E,04,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040345,00.0
DLLS,AD,202207,B,13,07,A,24,0110,1,GS-07,E,0110,35,F,1,1,050643,00.0
DLLS,AC,202106,B,14,09,A,25,0110,1,GS-09,E,0110,15,F,1,1,059498,00.0
DLLS,AC,202005,D,04,05,A,13,0119,3,GS-05,C,XXXX,15,P,2,1,036786,00.0
DLLS,AC,202006,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202006,B,13,05,A,21,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202005,G,04,05,A,31,0119,3,GS-05,C,XXXX,15,P,2,1,035030,00.0
DLLS,AC,202006,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AD,202304,B,09,07,A,29,0110,1,GS-07,D,0110,35,F,1,1,047369,00.0
DLLS,AC,202006,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202005,C,13,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202006,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202005,K,04,05,A,53,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202011,B,17,09,A,11,0110,1,GS-09,G,0110,15,F,1,1,073426,00.3
DLLS,AC,202108,D,13,09,A,26,0110,1,GS-09,E,0110,15,F,1,1,058673,00.9
DLLS,AC,202007,C,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202006,J,04,05,A,31,0119,3,GS-05,C,XXXX,15,P,2,1,035030,00.0
DLLS,AC,202207,B,13,09,B,37,0110,1,GS-09,E,0110,15,F,1,1,056959,01.7
DLLS,AC,202007,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202006,C,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202007,B,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202007,B,04,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202007,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202007,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202007,C,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202007,H,04,05,A,51,0119,3,GS-05,C,XXXX,15,P,2,1,036121,00.0
DLLS,AC,202006,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202007,D,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202006,B,17,07,A,13,0110,1,GS-07,D,0110,15,F,1,1,045567,00.0
DLLS,AC,202007,J,13,09,A,12,0110,1,GS-09,E,0110,15,F,1,1,052905,00.0
DLLS,AC,202007,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202301,E,04,05,A,39,0119,3,GS-05,E,XXXX,15,P,2,1,051193,00.0
DLLS,AC,202007,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202006,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202007,G,04,05,A,01,0119,3,GS-05,C,XXXX,15,P,2,1,036090,00.2
DLLS,AD,202006,B,17,09,A,11,0110,1,GS-09,E,0110,35,F,1,1,059534,00.0
DLLS,AC,202006,C,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202007,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202007,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202007,J,04,05,A,41,0119,3,GS-05,C,XXXX,15,P,2,1,037262,00.0
DLLS,AC,202007,D,17,09,A,12,0110,1,GS-09,E,0110,15,F,1,1,052905,00.0
DLLS,AD,202007,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,048670,00.0
DLLS,AD,202112,B,17,09,A,25,0110,1,GS-09,E,0110,35,F,1,1,059498,00.0
DLLS,AC,202008,F,04,05,A,41,0119,3,GS-05,C,XXXX,15,P,2,1,037262,00.0
DLLS,AC,202104,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202008,G,04,05,A,12,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AD,202008,C,17,09,A,11,0110,1,GS-09,E,0110,35,F,1,1,059534,00.0
DLLS,AC,202008,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202308,B,13,07,B,29,0110,1,GS-07,D,0110,15,F,1,1,047369,02.9
DLLS,AC,202201,C,13,07,B,12,0110,1,GS-07,D,0110,15,F,1,1,044740,01.3
DLLS,AC,202105,C,13,07,A,11,0110,1,GS-07,E,0110,15,F,1,1,054074,00.6
DLLS,AD,202008,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,048670,00.0
DLLS,AC,202008,C,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202008,D,21,12,A,11,0110,1,GS-12,K,0110,15,F,1,1,112240,00.0
DLLS,AC,202008,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202008,I,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,042592,00.0
DLLS,AC,202012,C,17,09,A,13,0110,1,GS-09,E,0110,15,F,1,1,055738,00.0
DLLS,AC,202009,B,13,07,A,42,0110,1,GS-07,D,0110,15,F,1,1,047014,00.0
DLLS,AC,202008,K,04,05,A,25,0119,3,GS-05,C,XXXX,15,P,2,1,038993,00.0
DLLS,AC,202110,B,17,09,A,13,0110,1,GS-09,E,0110,15,F,1,1,056295,00.0
DLLS,AC,202008,G,13,05,A,45,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202009,C,13,05,A,47,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202008,H,13,05,A,01,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202009,I,13,05,A,13,0119,3,GS-05,C,XXXX,15,P,2,1,036786,00.1
DLLS,AC,202009,H,04,05,A,11,0119,3,GS-05,C,XXXX,15,P,2,1,039291,00.0
DLLS,AC,202008,H,04,05,A,48,0119,3,GS-05,C,XXXX,15,P,2,1,035163,00.0
DLLS,AC,202008,C,21,12,A,11,0110,1,GS-12,K,0110,15,F,1,1,112240,00.0
DLLS,AC,202112,D,13,07,A,06,0110,1,GS-07,E,0110,15,F,1,1,053286,00.0
DLLS,AD,202009,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,048670,00.0
DLLS,AC,202010,J,04,05,A,34,0119,3,GS-05,D,XXXX,15,P,2,1,040345,00.0
DLLS,AC,202207,C,13,07,A,13,0110,1,GS-07,D,0110,15,F,1,1,047216,00.0
DLLS,AC,202010,J,04,05,A,21,0119,3,GS-05,C,XXXX,15,P,2,1,036301,00.0
DLLS,AC,202010,K,04,05,A,34,0119,3,GS-05,D,XXXX,15,P,2,1,040345,00.0
DLLS,AC,202010,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202110,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202009,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202009,F,04,15,A,17,0110,1,GS-15,P,0110,15,F,1,1,164076,00.0
DLLS,AC,202109,E,04,05,A,06,0119,3,GS-05,E,XXXX,15,P,2,1,055925,00.8
DLLS,AC,202009,D,13,07,A,41,0110,1,GS-07,D,0110,15,F,1,1,046156,00.0
DLLS,AC,202010,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202010,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202010,H,04,05,A,49,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202010,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202010,B,13,07,A,29,0110,1,GS-07,D,0110,15,F,1,1,043691,00.0
DLLS,AC,202010,G,04,05,A,26,0119,3,GS-05,C,XXXX,15,P,2,1,038340,00.0
DLLS,AC,202010,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202010,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202010,C,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AA,202010,C,17,09,D,48,0110,1,GS-09,G,0110,10,F,1,1,074133,06.9
DLLS,AC,202011,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202011,D,17,09,A,13,0110,1,GS-09,E,0110,15,F,1,1,055738,00.0
DLLS,AC,202011,G,04,05,A,18,0119,3,GS-05,C,XXXX,15,P,2,1,038722,00.0
DLLS,AC,202011,E,04,05,A,48,0119,3,GS-05,C,XXXX,15,P,2,1,037635,00.0
DLLS,AC,202011,C,17,07,A,29,0110,1,GS-07,D,0110,15,F,1,1,043691,00.0
DLLS,AC,202203,D,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,061947,00.0
DLLS,AC,202011,H,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202011,B,13,07,A,29,0110,1,GS-07,D,0110,15,F,1,1,043885,00.0
DLLS,AC,202011,H,04,05,A,20,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202011,F,04,05,A,20,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202012,I,13,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,037954,00.0
DLLS,AC,202012,I,04,05,A,48,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202012,F,13,07,A,06,0110,1,GS-07,E,0110,15,F,1,1,052759,00.0
DLLS,AC,202012,G,04,05,A,13,0119,3,GS-05,C,XXXX,15,P,2,1,036786,00.0
DLLS,AC,202012,C,04,05,A,06,0119,3,GS-05,C,XXXX,15,P,2,1,039873,00.0
DLLS,AC,202012,I,04,05,A,06,0119,3,GS-05,C,XXXX,15,P,2,1,039873,00.0
DLLS,AC,202109,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202101,D,04,05,A,13,0119,3,GS-05,C,XXXX,15,P,2,1,037154,00.0
DLLS,AC,202101,C,13,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,036746,00.0
DLLS,AC,202101,B,13,07,A,06,0110,1,GS-07,D,0110,15,F,1,1,049884,00.0
DLLS,AC,202101,B,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202101,B,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202101,F,17,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,035718,00.0
DLLS,AC,202101,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202101,D,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202102,B,17,09,A,25,0110,1,GS-09,E,0110,15,F,1,1,059498,00.0
DLLS,AC,202102,C,04,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202102,B,13,09,A,25,0110,1,GS-09,E,0110,15,F,1,1,059498,00.0
DLLS,AC,202102,K,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,040271,00.0
DLLS,AC,202102,B,13,07,A,25,0110,1,GS-07,D,0110,15,F,1,1,048641,00.0
DLLS,AC,202102,B,13,07,A,25,0110,1,GS-07,D,0110,15,F,1,1,048641,00.0
DLLS,AC,202102,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202102,G,17,09,A,27,0110,1,GS-09,E,0110,15,F,1,1,057447,00.0
DLLS,AC,202102,F,10,05,A,12,0119,3,GS-05,C,XXXX,15,P,2,1,037564,00.0
DLLS,AC,202102,D,04,05,A,41,0119,3,GS-05,D,XXXX,15,P,2,1,042653,00.0
DLLS,AC,202102,C,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,043018,00.0
DLLS,AC,202102,B,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202103,G,17,05,A,53,0119,3,GS-05,D,XXXX,15,P,2,1,048936,00.0
DLLS,AC,202207,B,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,041530,00.0
DLLS,AC,202103,H,13,15,A,42,0110,1,GS-15,P,0110,15,F,1,1,167069,00.0
DLLS,AC,202104,F,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202104,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202307,J,04,05,A,53,0119,3,GS-05,D,XXXX,15,P,2,1,041925,00.0
DLLS,AC,202104,D,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202104,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202104,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202104,E,04,05,A,48,0119,3,GS-05,C,XXXX,15,P,2,1,035514,00.0
DLLS,AC,202104,E,13,07,A,06,0110,1,GS-07,E,0110,15,F,1,1,053286,00.0
DLLS,AC,202104,K,04,05,A,06,0119,3,GS-05,C,XXXX,15,P,2,1,035265,00.0
DLLS,AC,202104,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202104,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202105,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202105,F,17,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,038334,00.0
DLLS,AC,202105,G,13,05,A,55,0119,3,GS-05,C,XXXX,15,P,2,1,036789,00.0
DLLS,AC,202306,B,17,09,B,26,0110,1,GS-09,F,0110,15,F,1,1,062937,01.2
DLLS,AC,202105,G,13,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,049417,00.0
DLLS,AC,202108,D,17,07,A,48,0110,1,GS-07,E,0110,15,F,1,1,050227,00.1
DLLS,AC,202105,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202211,H,04,05,B,06,0119,3,GS-05,D,XXXX,15,P,2,1,048451,01.4
DLLS,AC,202203,B,13,07,A,11,0110,1,GS-07,E,0110,15,F,1,1,050643,00.0
DLLS,AC,202204,C,17,07,A,11,0110,1,GS-07,F,0110,15,F,1,1,062456,00.0
DLLS,AC,202105,B,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202105,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202105,D,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202105,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202105,K,04,05,A,41,0119,3,GS-05,C,XXXX,15,P,2,1,037634,00.0
DLLS,AC,202105,B,13,07,A,41,0110,1,GS-07,D,0110,15,F,1,1,046618,00.0
DLLS,AC,202204,B,13,07,A,11,0110,1,GS-07,E,0110,15,F,1,1,050643,00.8
DLLS,AC,202105,K,04,05,A,53,0119,3,GS-05,C,XXXX,15,P,2,1,037634,00.0
DLLS,AC,202105,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202105,B,17,09,A,41,0110,1,GS-09,E,0110,15,F,1,1,057023,00.0
DLLS,AD,202106,D,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AC,202106,C,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202106,H,04,05,A,53,0119,3,GS-05,C,XXXX,15,P,2,1,038632,00.0
DLLS,AC,202106,H,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,043018,00.0
DLLS,AD,202208,B,13,07,A,42,0110,1,GS-07,D,0110,35,F,1,1,048880,00.0
DLLS,AC,202106,B,17,07,A,42,0110,1,GS-07,D,0110,15,F,1,1,047484,00.0
DLLS,AC,202106,B,13,07,A,42,0110,1,GS-07,D,0110,15,F,1,1,047484,00.0
DLLS,AC,202106,B,13,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202107,G,13,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040749,00.0
DLLS,AD,202107,B,04,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AD,202107,D,04,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AC,202107,C,13,07,A,06,0110,1,GS-07,D,0110,15,F,1,1,049884,00.0
DLLS,AC,202107,B,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,040271,00.0
DLLS,AD,202107,B,04,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AD,202107,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AD,202107,B,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AD,202107,B,04,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AD,202107,B,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AD,202108,C,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AD,202108,C,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AD,202108,E,04,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AD,202108,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AC,202108,F,13,05,A,04,0119,3,GS-05,C,XXXX,15,P,2,1,036533,00.0
DLLS,AD,202108,C,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AC,202305,C,13,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,064957,00.0
DLLS,AD,202108,C,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AC,202108,D,17,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040749,00.0
DLLS,AD,202108,B,04,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AC,202108,C,13,07,A,08,0110,1,GS-07,D,0110,15,F,1,1,047895,00.0
DLLS,AD,202108,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AD,202108,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AC,202108,E,17,09,A,41,0110,1,GS-09,E,0110,15,F,1,1,057023,00.0
DLLS,AC,202208,F,04,05,A,18,0119,3,GS-05,D,XXXX,15,P,2,1,040153,00.0
DLLS,AC,202108,D,13,07,A,29,0110,1,GS-07,D,0110,15,F,1,1,044323,00.0
DLLS,AC,202108,B,17,09,A,17,0110,1,GS-09,E,0110,15,F,1,1,059258,00.0
DLLS,AD,202108,D,17,07,A,36,0110,1,GS-07,E,0110,35,F,1,1,050476,00.0
DLLS,AC,202203,I,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,041353,00.0
DLLS,AC,202108,G,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,043018,00.0
DLLS,AC,202108,C,17,09,A,13,0110,1,GS-09,E,0110,15,F,1,1,056295,00.0
DLLS,AC,202108,J,04,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040749,00.0
DLLS,AC,202108,G,13,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,035265,00.0
DLLS,AC,202108,B,13,05,A,24,0119,3,GS-05,C,XXXX,15,P,2,1,039684,00.0
DLLS,AC,202108,D,13,09,A,41,0110,1,GS-09,E,0110,15,F,1,1,057023,00.0
DLLS,AC,202109,F,13,07,A,06,0110,1,GS-07,D,0110,15,F,1,1,049884,00.0
DLLS,AD,202109,B,13,07,A,06,0110,1,GS-07,D,0110,35,F,1,1,049884,00.0
DLLS,AC,202109,H,04,05,A,17,0119,3,GS-05,C,XXXX,15,P,2,1,039109,00.0
DLLS,AC,202109,F,04,05,A,17,0119,3,GS-05,C,XXXX,15,P,2,1,039109,00.0
DLLS,AC,202109,E,21,12,A,11,0110,1,GS-12,K,0110,15,F,1,1,113362,00.0
DLLS,AC,202109,E,04,05,A,21,0119,3,GS-05,C,XXXX,15,P,2,1,035265,00.0
DLLS,AD,202109,D,04,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
DLLS,AC,202109,H,17,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,038334,00.0
DLLS,AD,202109,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AC,202109,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AD,202109,B,17,07,A,36,0110,1,GS-07,E,0110,35,F,1,1,050476,00.0
DLLS,AC,202109,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202109,I,13,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,038334,00.0
DLLS,AC,202109,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AD,202109,C,17,07,A,48,0110,1,GS-07,D,0110,35,F,1,1,047085,00.0
DLLS,AC,202109,B,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AD,202109,D,17,09,A,06,0110,1,GS-09,F,0110,35,F,1,1,065180,00.0
DLLS,AC,202109,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202109,C,13,07,A,48,0110,1,GS-07,E,0110,15,F,1,1,050227,00.0
DLLS,AC,202110,G,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,040271,00.0
DLLS,AC,202110,J,04,05,A,02,0119,3,GS-05,C,XXXX,15,P,2,1,039438,00.0
DLLS,AC,202110,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202212,C,04,05,B,31,0119,3,GS-05,D,XXXX,15,P,2,1,041191,01.1
DLLS,AC,202110,G,04,05,A,53,0119,3,GS-05,C,XXXX,15,P,2,1,038632,00.0
DLLS,AC,202110,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202110,D,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202110,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AD,202110,E,13,07,A,27,0110,1,GS-07,D,0110,35,F,1,1,046964,00.0
DLLS,AD,202110,B,13,07,A,06,0110,1,GS-07,E,0110,35,F,1,1,053286,00.0
DLLS,AD,202110,B,13,09,A,13,0110,1,GS-09,E,0110,35,F,1,1,056295,00.0
DLLS,AC,202110,G,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,040548,00.0
DLLS,AC,202111,I,04,05,A,24,0119,3,GS-05,C,XXXX,15,P,2,1,039684,00.0
DLLS,AC,202111,H,04,05,A,24,0119,3,GS-05,C,XXXX,15,P,2,1,039684,00.0
DLLS,AC,202111,F,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AD,202111,B,17,09,A,48,0110,1,GS-09,E,0110,35,F,1,1,057595,00.0
DLLS,AC,202111,D,13,07,A,06,0110,1,GS-07,D,0110,15,F,1,1,049884,00.0
